"title","age","area","day1_attended","day2_attended","install_rate","office_rate","day1_rate","tidy_rate","vis_rate","func_rate","best_rate","reproduce_rate","dat2_rate","other_topics","other_feedback","class_int","timestamp"
Grad Student,27,Cognitive,TRUE,TRUE,7,7,7,7,7,7,7,7,NULL,N/A,It was the perfect introductory R bootcamp. Just what i needed and it was easy to follow along. I actually left knowing how to use R.,yes,1503508080
