"title","age","area","day1_attended","day2_attended","install_rate","office_rate","day1_rate","tidy_rate","vis_rate","func_rate","best_rate","reproduce_rate","dat2_rate","other_topics","other_feedback","class_int","timestamp"
Grad student,23,I/O,TRUE,TRUE,7,4,7,3,6,4,4,4,NULL,,I think overall, it would have been good to pass along a little reading material before hand. I felt like on the second day, I had a lot of problems getting on the right page because I missed which packages I needed. I already had some experience with R, despite that I felt confused. ,yes,1503588472
