"title","age","area","day1_attended","day2_attended","install_rate","office_rate","day1_rate","tidy_rate","vis_rate","func_rate","best_rate","reproduce_rate","dat2_rate","other_topics","other_feedback","class_int","timestamp"
Grad,23,Cognitive,TRUE,TRUE,5,1,5,5,7,3,5,5,NULL,More stats, output from basic stats functions,It was easy to get lost in the weeds during the functional programming section. I think it was a bit too detail-oriented at times,no,1503433911
