"title","age","area","day1_attended","day2_attended","install_rate","office_rate","day1_rate","tidy_rate","vis_rate","func_rate","best_rate","reproduce_rate","dat2_rate","other_topics","other_feedback","class_int","timestamp"
Grad,26,Cognitive Psychology,TRUE,TRUE,6,1,5,6,6,5,4,6,NULL,,It would have been helpful to have a list of packages that we would be using ahead of time, so we could ensure they were all installed. As files were also updated between day 1 and day 2, it would have been helpful to know what we needed to download and when. Overall, I think it was really great of the department to offer this, and I look forward to future bootcamp type programs!,yes,1503495704
