"title","age","area","day1_attended","day2_attended","install_rate","office_rate","day1_rate","tidy_rate","vis_rate","func_rate","best_rate","reproduce_rate","dat2_rate","other_topics","other_feedback","class_int","timestamp"
Grad student,26,Clinical,TRUE,TRUE,6,6,6,5,5,5,6,6,NULL,A session on resources for learning specific stats analyses would be nice. Time spent on where to find tutorials and packages for specific analytical approaches broadly,Some of the topics were too much to cover in such a short time,yes,1503494906
