"title","age","area","day1_attended","day2_attended","install_rate","office_rate","day1_rate","tidy_rate","vis_rate","func_rate","best_rate","reproduce_rate","dat2_rate","other_topics","other_feedback","class_int","timestamp"
Grad student,26,Cognitive,TRUE,TRUE,7,7,7,4,3,3,5,6,NULL,,The first day was amazing for first-time users. I think breaking up day two into two separate days would have been a bit more helpful for those of us who are still learning how to use R.,yes,1503494591
