"title","age","area","day1_attended","day2_attended","install_rate","office_rate","day1_rate","tidy_rate","vis_rate","func_rate","best_rate","reproduce_rate","dat2_rate","other_topics","other_feedback","class_int","timestamp"
Grad,28,Clinical,TRUE,TRUE,7,7,7,7,7,7,7,7,NULL,Yeeeeees!!! Please do!!!,I hope it could go on as a series.,yes,1503433898
