key_resp_2.keys, key_resp_2.rt, key_resp_3.keys, key_resp_3.rt, img, trials.thisRepN, trials.thisTrialN, trials.thisN, trials.thisIndex, participant, session, date, expName, frameRate
space, 1.904, y, 1.9459999999999997, 004_o_m_n_a.jpg, 0, 0, 0, 1, 123, 01, Wed Sep 06 2017 17:31:18 GMT-0400 (Eastern Daylight Time), stroop, 60
, , y, 1.0990000000000002, 004_o_m_a_a.jpg, 0, 1, 1, 0, 123, 01, Wed Sep 06 2017 17:31:18 GMT-0400 (Eastern Daylight Time), stroop, 60
, , b, 0.7829999999999995, 021_o_f_a_a.jpg, 0, 2, 2, 2, 123, 01, Wed Sep 06 2017 17:31:18 GMT-0400 (Eastern Daylight Time), stroop, 60
, , y, 1.3000000000000007, 021_o_f_n_a.jpg, 0, 3, 3, 3, 123, 01, Wed Sep 06 2017 17:31:18 GMT-0400 (Eastern Daylight Time), stroop, 60
, , b, 0.6009999999999991, 021_o_f_a_a.jpg, 1, 0, 4, 2, 123, 01, Wed Sep 06 2017 17:31:18 GMT-0400 (Eastern Daylight Time), stroop, 60
, , y, 0.5330000000000013, 004_o_m_a_a.jpg, 1, 1, 5, 0, 123, 01, Wed Sep 06 2017 17:31:18 GMT-0400 (Eastern Daylight Time), stroop, 60
, , y, 0.482999999999997, 021_o_f_n_a.jpg, 1, 2, 6, 3, 123, 01, Wed Sep 06 2017 17:31:18 GMT-0400 (Eastern Daylight Time), stroop, 60
, , y, 0.40000000000000213, 004_o_m_n_a.jpg, 1, 3, 7, 1, 123, 01, Wed Sep 06 2017 17:31:18 GMT-0400 (Eastern Daylight Time), stroop, 60
